Temperature,Humidity,Wind Speed,Precipitation (%),Weather Type,Atmospheric Pressure,UV Index,Season,Visibility (km),Cloud Cover
30,84,5.5,106,Cloudy,1002.48,6,Spring,2.5,partly cloudy
-8,75,9.5,56,Snowy,998.57,0,Winter,5,partly cloudy
3,85,40.5,96,Snowy,990.66,0,Winter,4,overcast
18,61,13.5,28,Cloudy,1016.33,3,Spring,6,partly cloudy
25,20,0,1,Sunny,1015.75,11,Summer,9,partly cloudy
27,63,7.5,45,Cloudy,1016.25,3,Spring,5.5,partly cloudy
6,76,12,32,Cloudy,976.45,7,Summer,3,overcast
-7,74,0.5,72,Snowy,982.31,1,Winter,3,overcast
2,88,3.5,65,Snowy,980.94,1,Winter,1,overcast
-6,87,11.5,109,Snowy,993.89,11,Winter,3,partly cloudy
58,76,26.5,97,Cloudy,1006.48,7,Winter,7,partly cloudy
40,32,3,4,Sunny,1010.25,7,Spring,7.5,clear
-4,69,14.5,37,Rainy,1174.37,1,Spring,19,partly cloudy
41,41,9,3,Sunny,1025.31,11,Spring,6,partly cloudy
36,39,10,6,Sunny,1013.25,10,Autumn,9,clear
-1,61,0,73,Snowy,985.88,0,Winter,2,overcast
28,92,18,98,Rainy,1004.7,0,Winter,4.5,overcast
-4,84,13.5,99,Snowy,992.85,1,Winter,1.5,overcast
10,87,12.5,57,Rainy,993.1,3,Winter,5,overcast
14,81,6.5,82,Rainy,1010.85,0,Spring,2,overcast
16,69,8.5,22,Cloudy,1006.42,3,Autumn,8,partly cloudy
-10,80,17,84,Snowy,980.93,1,Winter,2.5,overcast
17,81,30.5,88,Rainy,994.03,1,Spring,5,overcast
18,79,10.5,37,Cloudy,1016.76,3,Autumn,8,partly cloudy
19,65,3,41,Cloudy,1012.48,2,Spring,6.5,overcast
31,55,8,33,Cloudy,1006.48,1,Autumn,6.5,overcast
28,67,10,42,Cloudy,1011.76,2,Autumn,5,partly cloudy
2,72,16.5,57,Snowy,994.53,1,Winter,4.5,overcast
-2,79,3,98,Snowy,988.81,1,Winter,3,overcast
-9,92,6.5,90,Snowy,998.63,1,Winter,5,overcast
5,37,13.5,84,Sunny,1104.6,14,Summer,19,cloudy
19,72,1,33,Cloudy,1010.56,4,Winter,5.5,partly cloudy
-7,86,17,95,Snowy,999.62,1,Winter,1,overcast
68,70,2,71,Sunny,1013.06,4,Autumn,8,clear
12,78,11,66,Rainy,1006.86,0,Spring,3,overcast
39,63,1.5,15,Sunny,1027.49,10,Spring,9.5,clear
49,28,14.5,64,Sunny,1135.33,12,Winter,12,overcast
41,39,8,8,Sunny,1017.26,9,Winter,6.5,clear
0,92,16.5,80,Snowy,987.42,1,Winter,4,overcast
3,91,9.5,64,Snowy,993.39,1,Winter,2,overcast
4,66,3.5,95,Snowy,994.68,0,Winter,4.5,overcast
33,63,5,96,Rainy,1019.09,0,Summer,2,overcast
31,44,5.5,83,Snowy,925.06,12,Autumn,8,overcast
29,65,1,5,Sunny,1014.66,5,Summer,8.5,clear
11,65,6,53,Rainy,1003.38,1,Summer,4.5,partly cloudy
-2,66,18.5,76,Snowy,987.65,1,Winter,5,partly cloudy
23,99,15.5,80,Rainy,1004.44,0,Summer,1,partly cloudy
39,26,6,8,Sunny,1017.33,5,Spring,8.5,clear
1,93,14,56,Snowy,992.89,0,Winter,2.5,overcast
26,73,0.5,24,Cloudy,1006.51,1,Winter,5.5,partly cloudy
-7,99,2.5,53,Snowy,997.66,0,Winter,4.5,overcast
53,90,16.5,78,Cloudy,1014.31,12,Winter,3,partly cloudy
22,24,8,3,Sunny,1029.3,8,Spring,10,clear
20,60,0.5,18,Sunny,1015.43,9,Winter,9,partly cloudy
-8,72,2.5,86,Snowy,992.17,0,Winter,3.5,partly cloudy
11,72,1,46,Cloudy,1015.33,2,Winter,5,overcast
24,53,4,28,Cloudy,1010.46,1,Winter,7.5,partly cloudy
28,69,8.5,83,Rainy,1012.89,2,Summer,1,partly cloudy
21,75,1,15,Cloudy,1005.52,1,Winter,8.5,partly cloudy
16,71,9.5,17,Cloudy,1014.68,4,Summer,6,partly cloudy
17,77,11.5,46,Cloudy,1011.69,2,Winter,5.5,overcast
-12,70,31.5,99,Snowy,994.49,10,Winter,3,partly cloudy
44,60,10,17,Sunny,1019.82,9,Winter,6.5,partly cloudy
10,92,5,56,Rainy,1006.85,2,Autumn,1.5,overcast
-10,71,12.5,67,Snowy,992.89,0,Winter,4,partly cloudy
3,91,17.5,94,Snowy,998.51,0,Winter,1.5,overcast
28,63,13.5,93,Rainy,994.29,2,Autumn,3,overcast
16,70,15,59,Rainy,996.48,0,Spring,4,overcast
1,85,4,59,Snowy,983.49,1,Winter,3.5,overcast
22,51,7,27,Cloudy,1014.24,3,Autumn,5,partly cloudy
30,54,1,19,Sunny,1018.26,5,Winter,7.5,clear
10,81,11.5,75,Rainy,1006.82,3,Summer,3.5,partly cloudy
2,75,2.5,74,Snowy,998.57,1,Winter,2.5,overcast
23,51,2.5,1,Sunny,1018.72,9,Winter,5.5,clear
21,60,2.5,2,Sunny,1018.96,10,Spring,6.5,clear
18,53,8.5,68,Sunny,919.56,4,Summer,6.5,overcast
19,74,7.5,92,Rainy,993.95,0,Spring,2,overcast
26,76,2.5,40,Cloudy,1000.01,4,Spring,6.5,partly cloudy
-1,79,20,70,Snowy,997.21,1,Winter,4.5,overcast
-1,60,1.5,62,Snowy,982.73,0,Winter,3,overcast
10,83,11.5,72,Rainy,1005.5,1,Summer,3.5,overcast
17,81,18,89,Rainy,995.4,2,Summer,1.5,partly cloudy
25,57,4.5,24,Cloudy,1006.4,4,Winter,8.5,partly cloudy
46,24,9.5,81,Rainy,926.59,0,Summer,12.5,partly cloudy
5,57,6.5,72,Cloudy,1135.48,4,Winter,6.5,partly cloudy
20,32,7,5,Sunny,1019.85,9,Autumn,6,clear
40,37,8.5,2,Sunny,1025.95,11,Spring,5.5,clear
14,69,2,23,Cloudy,1013.26,1,Autumn,5,overcast
1,96,13.5,81,Snowy,982.25,0,Winter,3,overcast
42,33,2,14,Sunny,1015.7,5,Autumn,9,clear
12,97,13,60,Rainy,1019.8,0,Winter,3,overcast
-4,94,16,85,Snowy,981.71,1,Winter,2.5,overcast
27,38,4.5,0,Sunny,1021.59,9,Autumn,8,clear
11,72,16.5,103,Cloudy,1001.75,2,Autumn,9.5,overcast
20,57,9.5,5,Sunny,1028.05,5,Winter,5.5,partly cloudy
43,102,1,88,Sunny,1027.93,4,Winter,10,clear
47,40,10.5,54,Sunny,1182.46,8,Summer,19,partly cloudy
4,60,18,63,Snowy,987.74,1,Winter,5,overcast
30,61,7,17,Cloudy,1002.87,3,Spring,9,overcast
13,55,11,17,Cloudy,1000.1,4,Winter,5.5,overcast
11,69,1,27,Cloudy,1148.7,12,Winter,16.5,partly cloudy
28,44,14,46,Cloudy,929.19,1,Autumn,3.5,partly cloudy
41,20,4.5,2,Sunny,1021.26,5,Spring,6,clear
-5,79,2,61,Snowy,982.37,1,Winter,5,overcast
39,55,7.5,0,Sunny,1011.05,5,Summer,7,clear
-1,94,16.5,75,Snowy,983.34,1,Winter,1,partly cloudy
32,34,2.5,10,Sunny,1018.8,11,Autumn,9.5,clear
13,60,1.5,31,Cloudy,1006.12,4,Autumn,6.5,overcast
72,101,26.5,75,Cloudy,1019.21,14,Summer,1.5,partly cloudy
12,72,0,36,Cloudy,1010.8,4,Summer,7.5,overcast
34,57,6,39,Cloudy,1007.32,3,Spring,6.5,overcast
33,55,10.5,42,Cloudy,1017.01,4,Autumn,7,overcast
37,29,3.5,10,Sunny,1016.42,9,Autumn,8.5,clear
33,78,5.5,92,Rainy,994.83,0,Summer,1.5,partly cloudy
12,76,11.5,89,Rainy,1013.18,1,Winter,2.5,overcast
1,96,14.5,65,Snowy,985.89,1,Winter,3,overcast
25,75,9,13,Cloudy,1010.59,2,Summer,5.5,overcast
29,54,9,14,Sunny,1022.36,11,Summer,9,clear
31,42,7,16,Sunny,1029.16,10,Autumn,8.5,clear
16,85,19.5,52,Rainy,995.61,2,Autumn,3,overcast
30,51,6,15,Sunny,1012.33,8,Summer,5,clear
23,95,23.5,83,Cloudy,1003.38,7,Summer,6.5,partly cloudy
1,91,13,80,Snowy,990.88,1,Winter,3,partly cloudy
30,41,5.5,5,Sunny,1021.61,10,Autumn,9.5,clear
35,42,4.5,10,Sunny,1016.98,7,Spring,7,clear
20,22,8,17,Sunny,1025.34,11,Autumn,5.5,clear
-9,71,13,70,Snowy,995.26,0,Winter,5,overcast
1,61,2.5,89,Snowy,993.16,1,Winter,3.5,overcast
21,53,3.5,11,Sunny,1024.94,8,Spring,9.5,partly cloudy
11,69,7,28,Cloudy,1006.53,1,Winter,7,partly cloudy
26,63,6,65,Rainy,991.68,1,Autumn,3,overcast
19,56,0.5,24,Cloudy,1013.06,1,Autumn,5.5,partly cloudy
11,76,19.5,92,Rainy,999.56,1,Summer,4,partly cloudy
-7,99,13,58,Snowy,983.05,1,Winter,1,partly cloudy
15,52,8.5,41,Cloudy,1000.77,3,Winter,8,overcast
18,66,7.5,44,Cloudy,1005.03,3,Autumn,6,overcast
4,97,18,58,Snowy,980.6,0,Winter,1,partly cloudy
30,61,14,67,Rainy,1002.87,0,Summer,4.5,partly cloudy
34,76,2.5,41,Cloudy,1001.27,3,Winter,8,overcast
62,91,9.5,79,Cloudy,1002.43,11,Spring,6.5,overcast
1,72,10.5,89,Snowy,997.46,0,Winter,1.5,overcast
14,96,13.5,54,Rainy,1017.92,3,Spring,5,overcast
-2,60,12.5,69,Snowy,988.85,1,Winter,4,partly cloudy
48,85,15,99,Rainy,1012.48,14,Summer,1,overcast
17,66,6.5,21,Cloudy,1014.07,4,Summer,5.5,partly cloudy
24,53,1,40,Cloudy,1019.95,3,Autumn,8.5,overcast
0,97,14,66,Snowy,999.94,1,Winter,2,overcast
46,38,8,39,Sunny,804.35,10,Winter,14,overcast
41,28,5,5,Sunny,1014.67,7,Winter,9.5,clear
20,68,1,42,Cloudy,1010.27,4,Summer,5.5,partly cloudy
1,64,19.5,52,Snowy,992.43,1,Winter,3.5,overcast
1,91,11,80,Snowy,981.37,0,Winter,3,overcast
43,101,10,100,Sunny,1023.74,9,Winter,11,clear
43,67,9,1,Sunny,1021.86,6,Spring,8.5,clear
14,82,19,78,Rainy,1006.01,0,Autumn,3,overcast
33,61,6.5,19,Sunny,1029.49,6,Summer,7.5,partly cloudy
26,89,6.5,81,Rainy,999.23,0,Autumn,3,overcast
-3,85,13.5,53,Snowy,992.51,0,Winter,1,overcast
15,85,19.5,51,Rainy,1002.6,3,Spring,2.5,partly cloudy
30,76,11.5,42,Cloudy,1007.52,2,Summer,5.5,partly cloudy
-16,77,22.5,75,Snowy,985.52,13,Winter,3,overcast
72,77,18.5,105,Sunny,1029.1,2,Winter,10.5,clear
-4,92,13.5,99,Snowy,982.61,0,Winter,1,overcast
-20,89,12.5,106,Snowy,990.89,5,Winter,1,overcast
38,88,19.5,85,Cloudy,1009.03,0,Spring,4.5,partly cloudy
53,81,0,84,Sunny,1018.81,12,Autumn,5,clear
31,60,8.5,30,Cloudy,1001.67,2,Summer,6.5,partly cloudy
24,73,7,87,Rainy,1006.09,0,Winter,2,overcast
15,76,9,81,Rainy,1019.12,1,Winter,4.5,overcast
34,57,3,1,Sunny,1022.08,9,Summer,7.5,clear
0,60,13,97,Snowy,987.93,0,Winter,1.5,overcast
36,86,18.5,76,Cloudy,1009,9,Winter,5,partly cloudy
-9,98,2.5,61,Snowy,994.1,1,Winter,2,partly cloudy
32,40,3,29,Snowy,1035.69,9,Summer,8,partly cloudy
20,98,16.5,55,Rainy,1017.84,0,Spring,1,overcast
12,69,6,90,Rainy,1005.47,2,Autumn,1.5,overcast
15,89,13,58,Rainy,999.24,3,Summer,4.5,overcast
1,67,3,76,Snowy,986.57,0,Winter,4,partly cloudy
37,47,1,2,Sunny,1012.77,7,Summer,6.5,clear
-4,76,3,91,Snowy,991.95,1,Winter,3,overcast
-10,75,9.5,71,Snowy,986.43,0,Winter,4,overcast
-10,83,0,81,Snowy,983.7,1,Winter,2,overcast
17,84,13.5,86,Rainy,1005.84,3,Autumn,3.5,overcast
19,102,13,80,Sunny,1013.43,12,Summer,2,clear
-14,37,10.5,63,Rainy,965.66,3,Spring,12.5,partly cloudy
21,67,4.5,5,Sunny,1010.8,6,Spring,6,partly cloudy
-1,78,11,95,Snowy,999.15,0,Winter,4,overcast
-9,72,6,66,Snowy,993.68,1,Winter,4,overcast
33,78,11,32,Cloudy,1008.82,4,Summer,7,overcast
29,93,8.5,74,Rainy,1013.89,0,Autumn,4.5,overcast
-7,75,12.5,94,Snowy,981.44,0,Winter,3.5,overcast
4,81,2.5,93,Snowy,985.74,1,Winter,4,partly cloudy
32,94,13,80,Rainy,992.52,2,Summer,3.5,overcast
26,64,8,4,Sunny,1020.86,9,Summer,9.5,clear
24,39,6.5,2,Sunny,1017.18,5,Autumn,5,clear
1,88,2.5,70,Snowy,998.54,1,Winter,2,overcast
46,31,7.5,84,Rainy,1019.4,6,Autumn,7.5,partly cloudy
9,83,19.5,91,Rainy,999.89,10,Winter,1,overcast
1,87,37.5,81,Snowy,991.88,14,Winter,0.5,overcast
17,56,13.5,17,Cloudy,1017.46,2,Autumn,7.5,overcast
-1,62,18.5,58,Snowy,998.65,0,Winter,2,overcast
37,32,7.5,28,Snowy,840.97,5,Spring,9.5,overcast
27,102,5.5,74,Cloudy,1016.58,6,Spring,6,partly cloudy
-3,77,15.5,51,Snowy,999.67,0,Winter,2.5,overcast
2,96,8.5,65,Snowy,999.35,0,Winter,3,partly cloudy
27,21,5.5,15,Sunny,1012.32,11,Autumn,8,partly cloudy
70,70,16.5,83,Cloudy,1006.92,12,Winter,2.5,partly cloudy
15,72,0.5,44,Cloudy,1005.69,2,Autumn,9,overcast
-5,96,4,84,Snowy,995.31,0,Winter,1.5,overcast
28,26,11.5,94,Sunny,853.83,11,Spring,1.5,partly cloudy
-3,62,5.5,96,Snowy,985.36,0,Winter,1.5,overcast
29,25,0.5,6,Sunny,1017.11,8,Autumn,10,clear
9,38,8.5,75,Cloudy,1161.21,10,Winter,7,cloudy
14,76,17.5,55,Rainy,992.56,1,Autumn,3,overcast
22,63,6.5,58,Rainy,1007.89,1,Autumn,3,overcast
20,60,5,91,Rainy,1008.09,0,Spring,3,partly cloudy
33,75,1,44,Cloudy,1014.29,2,Winter,7.5,partly cloudy
29,92,12,50,Rainy,995.57,1,Spring,2,overcast
29,71,10.5,16,Cloudy,1000.38,1,Winter,5.5,overcast
31,71,3,36,Cloudy,1010.9,4,Winter,6.5,overcast
31,58,15,46,Cloudy,1001.9,4,Autumn,5.5,overcast
43,30,2,7,Sunny,1021.85,7,Winter,7,clear
30,99,19,83,Cloudy,1001.66,11,Autumn,7.5,partly cloudy
1,85,25.5,97,Snowy,994.18,9,Winter,3.5,overcast
5,79,27,93,Snowy,988.84,2,Winter,2,overcast
29,22,1.5,2,Sunny,1023.99,8,Spring,5,partly cloudy
-7,61,13,51,Snowy,996.67,0,Winter,3.5,overcast
38,88,23.5,78,Cloudy,1002.81,6,Winter,6.5,overcast
-9,71,14.5,84,Snowy,991.36,1,Winter,2,partly cloudy
14,61,8.5,54,Rainy,1015.06,3,Autumn,4,overcast
14,83,15.5,77,Rainy,1002.25,3,Summer,4,overcast
26,68,9.5,18,Sunny,1014.65,5,Autumn,8,partly cloudy
10,85,13.5,66,Rainy,996.77,1,Summer,2,overcast
16,88,12.5,53,Rainy,994.58,2,Spring,1.5,overcast
7,85,46,87,Snowy,980.92,9,Winter,5.5,overcast
35,67,7,15,Sunny,1024.13,7,Summer,7.5,clear
30,78,15.5,93,Rainy,996.39,3,Winter,3.5,overcast
46,69,2.5,22,Snowy,1026.01,3,Winter,5,cloudy
19,76,4.5,29,Cloudy,1009.03,3,Summer,7,overcast
33,63,7,98,Rainy,992.89,0,Winter,3,partly cloudy
27,85,11.5,63,Rainy,1004.88,0,Autumn,4.5,overcast
55,84,19,71,Sunny,1020.1,5,Summer,7.5,clear
27,69,2,38,Cloudy,1012.33,3,Autumn,5,partly cloudy
27,52,14.5,29,Cloudy,1001.3,2,Spring,6.5,overcast
21,102,20,76,Cloudy,1019.41,14,Spring,1.5,overcast
-7,77,1.5,66,Snowy,991.73,0,Winter,4,overcast
24,96,15,96,Rainy,1006.18,1,Winter,1.5,overcast
-1,76,2,84,Snowy,997.02,1,Winter,1,overcast
-5,73,6.5,90,Snowy,986.96,1,Winter,4,overcast
-10,86,20,68,Snowy,993.28,1,Winter,4.5,overcast
19,91,15,61,Rainy,1016.72,3,Summer,2.5,overcast
41,27,13,57,Rainy,960.63,5,Autumn,16,overcast
29,21,2.5,19,Sunny,1012.75,6,Winter,8.5,clear
7,90,20,94,Rainy,1008.08,11,Spring,2,overcast
10,98,25,104,Rainy,1016.82,2,Autumn,1.5,partly cloudy
25,68,3.5,6,Sunny,1016.07,11,Spring,8,clear
34,55,1.5,12,Sunny,1027.21,11,Spring,10,clear
27,72,1,29,Cloudy,1003.38,1,Spring,6,overcast
49,60,11.5,23,Rainy,1168.21,7,Spring,9,partly cloudy
22,60,19.5,79,Rainy,998.11,3,Autumn,4,overcast
24,81,16,102,Cloudy,1004.86,4,Autumn,4.5,overcast
32,78,16,52,Rainy,997.01,3,Autumn,3.5,overcast
34,78,11,71,Rainy,996.85,3,Summer,4.5,overcast
-4,76,19.5,97,Snowy,986.84,1,Winter,2.5,overcast
27,63,9,72,Rainy,1000.61,0,Summer,4,overcast
-11,107,15.5,96,Snowy,990.58,12,Winter,1.5,overcast
17,100,22.5,103,Rainy,995.95,3,Winter,1.5,overcast
-6,88,0,92,Snowy,983.02,0,Winter,1.5,overcast
40,54,5.5,1,Sunny,1012.63,10,Spring,10,clear
26,87,16,62,Rainy,1009.56,3,Autumn,2.5,overcast
22,37,0.5,0,Sunny,1024.23,8,Autumn,5.5,partly cloudy
41,62,5,3,Sunny,1025.98,9,Autumn,5.5,clear
-10,74,0,33,Rainy,1171.26,12,Summer,13,partly cloudy
23,38,8,5,Sunny,1024.54,11,Summer,7.5,partly cloudy
11,69,11.5,52,Rainy,1017.58,2,Spring,3.5,partly cloudy
11,65,9.5,92,Rainy,1012.44,1,Summer,2.5,overcast
33,86,7.5,69,Rainy,993.1,1,Winter,5,partly cloudy
4,84,8.5,72,Snowy,993.53,0,Winter,4,overcast
-7,94,15,54,Snowy,994.51,1,Winter,1.5,overcast
27,59,6,0,Sunny,1015.53,10,Autumn,7,clear
1,86,0.5,72,Snowy,994.27,1,Winter,4,partly cloudy
23,57,1,14,Sunny,1018.4,11,Spring,9,clear
32,61,11,26,Cloudy,1007.59,2,Summer,6.5,overcast
39,22,4,13,Sunny,1016.5,7,Spring,5.5,partly cloudy
32,86,12,65,Rainy,990.41,2,Spring,4,overcast
44,73,23,77,Cloudy,1014.05,7,Autumn,6.5,partly cloudy
25,79,10.5,11,Cloudy,1004.03,4,Spring,7.5,overcast
1,84,1,72,Snowy,989.89,0,Winter,4.5,overcast
13,53,8.5,33,Cloudy,1005.78,5,Spring,10.5,cloudy
13,60,10.5,76,Cloudy,881.44,12,Summer,3,partly cloudy
25,68,4,32,Cloudy,1009.22,2,Summer,5.5,partly cloudy
32,50,9.5,4,Sunny,1014.8,5,Autumn,6.5,clear
43,63,2,16,Sunny,1026.88,10,Spring,5,clear
21,58,0.5,12,Cloudy,1012.28,4,Summer,6.5,partly cloudy
18,101,18,97,Sunny,1023.5,5,Autumn,3,partly cloudy
-7,92,7.5,56,Snowy,995.37,0,Winter,1.5,partly cloudy
10,63,0.5,11,Cloudy,1015.01,2,Spring,6,partly cloudy
67,86,8,92,Sunny,1029.38,1,Spring,5.5,clear
-5,68,16,53,Snowy,992.35,1,Winter,3.5,overcast
23,73,10,90,Rainy,1006.81,1,Autumn,2,partly cloudy
21,71,5,98,Rainy,1000.06,0,Spring,4.5,partly cloudy
48,103,21,92,Cloudy,1013.95,8,Summer,2.5,partly cloudy
-11,48,8,56,Cloudy,885.49,12,Autumn,3.5,overcast
21,26,5.5,75,Cloudy,1010.06,2,Spring,6,cloudy
0,69,3.5,73,Snowy,980.46,0,Winter,1.5,overcast
26,64,4.5,23,Cloudy,1002.01,2,Spring,5.5,partly cloudy
4,67,0,72,Snowy,998.78,1,Winter,4.5,overcast
28,47,6,11,Sunny,1029.11,7,Winter,6,clear
-7,69,14.5,74,Snowy,986.83,1,Winter,3.5,partly cloudy
40,64,8,5,Sunny,1010.18,6,Autumn,5,partly cloudy
2,62,0.5,59,Snowy,980.81,0,Winter,4,overcast
15,76,1,31,Cloudy,1006.98,4,Spring,7,partly cloudy
10,70,17,57,Rainy,994.93,3,Autumn,5,partly cloudy
18,88,7,65,Rainy,995.42,2,Summer,2,overcast
29,96,11.5,79,Rainy,1013.23,0,Spring,1,partly cloudy
41,55,4,11,Sunny,1015.43,11,Winter,6.5,clear
2,89,14.5,65,Snowy,995.91,1,Winter,4,overcast
36,37,5.5,0,Sunny,1024.56,7,Autumn,9.5,clear
36,69,3.5,13,Sunny,1011.37,10,Summer,5.5,partly cloudy
33,74,7,55,Rainy,1016.64,3,Summer,2.5,partly cloudy
-6,82,6.5,76,Snowy,983.94,1,Winter,2.5,overcast
-1,99,12.5,65,Snowy,992.26,0,Winter,4,overcast
2,76,4,64,Snowy,997.51,1,Winter,2.5,overcast
2,94,16,53,Snowy,994.07,1,Winter,2,partly cloudy
32,80,15.5,61,Rainy,1012.02,0,Winter,4,overcast
31,42,5.5,12,Sunny,1017.8,6,Winter,5.5,partly cloudy
29,90,18.5,57,Rainy,1004.04,2,Winter,3.5,overcast
36,57,6,7,Sunny,1029.06,8,Winter,10,clear
38,26,6.5,15,Sunny,1013.49,6,Winter,9,clear
4,67,2,87,Snowy,989.93,0,Winter,2.5,partly cloudy
21,86,18,65,Rainy,1001.12,3,Winter,2.5,overcast
-2,74,0.5,37,Sunny,993.32,2,Winter,4.5,overcast
0,82,18.5,88,Snowy,989.19,0,Winter,1,overcast
11,73,7.5,17,Cloudy,1004.39,2,Spring,7.5,partly cloudy
18,95,6.5,70,Rainy,1001.9,3,Autumn,4,overcast
20,51,1,5,Sunny,1021.11,6,Winter,5,clear
-6,66,20,61,Snowy,981.8,0,Winter,1,overcast
-6,24,9,47,Sunny,1047.84,1,Autumn,6.5,partly cloudy
-6,66,7,95,Snowy,992.79,0,Winter,3,overcast
22,91,11,55,Rainy,1001.55,3,Summer,4.5,overcast
-18,22,15,30,Sunny,863.76,13,Summer,6,overcast
-4,90,10,62,Snowy,995.39,1,Winter,5,overcast
20,65,3,4,Sunny,1013.44,7,Spring,6,clear
25,39,6.5,4,Sunny,1020.51,7,Autumn,9.5,clear
44,58,3.5,14,Sunny,1027.14,5,Winter,8.5,clear
19,74,9,75,Rainy,1004.9,2,Spring,1.5,overcast
22,89,6,76,Rainy,1015.07,1,Autumn,2,overcast
20,24,5,15,Sunny,1015.21,9,Spring,7,partly cloudy
12,60,8,32,Cloudy,1017.74,3,Spring,8,overcast
-1,31,8,43,Sunny,861.2,0,Winter,4,cloudy
34,42,3.5,18,Sunny,1027.21,11,Summer,7.5,clear
39,53,2,2,Sunny,1023.73,5,Winter,9,clear
40,54,7.5,5,Sunny,1016,10,Spring,6,clear
-7,78,22.5,90,Snowy,991.29,4,Winter,1.5,overcast
-2,74,6,67,Snowy,986.08,1,Winter,3,overcast
-7,66,12.5,78,Snowy,991.7,1,Winter,5,overcast
20,67,13,15,Cloudy,1010.2,2,Summer,5,overcast
63,70,22.5,81,Cloudy,1015.23,2,Summer,8.5,partly cloudy
23,25,2.5,12,Sunny,1012.08,8,Spring,6.5,partly cloudy
-2,101,12,75,Snowy,989.34,8,Winter,3.5,overcast
-1,63,13.5,91,Snowy,997.24,1,Winter,5,overcast
22,74,18.5,106,Rainy,990.13,9,Autumn,0.5,overcast
22,56,0,5,Sunny,1019.52,10,Spring,9.5,clear
-8,88,11.5,52,Snowy,984.01,1,Winter,2,overcast
-3,84,1.5,62,Snowy,987.14,0,Winter,3.5,overcast
42,103,2,80,Cloudy,1015.23,6,Winter,5.5,overcast
11,79,13.5,59,Rainy,995.65,0,Autumn,2,partly cloudy
24,94,17,80,Rainy,997.64,0,Spring,1,overcast
32,54,11,46,Cloudy,1009.87,2,Spring,7,overcast
44,65,3,19,Sunny,1023.68,5,Spring,8,partly cloudy
2,93,16.5,74,Snowy,984.55,0,Winter,3.5,overcast
41,46,4,17,Sunny,1029.29,11,Summer,9.5,clear
24,54,3,23,Cloudy,1013.48,2,Summer,7.5,partly cloudy
26,70,9.5,97,Rainy,1012.6,2,Autumn,3,overcast
4,90,17.5,53,Snowy,985,1,Winter,2,overcast
27,28,6.5,15,Sunny,1024.17,10,Winter,8,partly cloudy
32,78,8,59,Rainy,993.87,2,Autumn,2,overcast
13,67,11,38,Cloudy,1018.08,3,Autumn,6,overcast
23,54,6,4,Sunny,1013.62,11,Summer,6,clear
30,90,19,57,Rainy,1013.37,3,Spring,1,overcast
20,77,8.5,97,Rainy,998.6,2,Autumn,3.5,overcast
-2,97,13,95,Snowy,999.59,0,Winter,4.5,overcast
28,45,7.5,1,Sunny,1019.2,9,Spring,5,clear
23,87,6,78,Rainy,1002.02,2,Winter,1.5,partly cloudy
34,61,1.5,48,Cloudy,1004.8,4,Summer,6.5,overcast
34,36,3,2,Sunny,1023.66,9,Spring,9,clear
32,51,2,7,Sunny,1019.44,11,Summer,8,partly cloudy
15,73,6.5,36,Cloudy,1001.9,1,Winter,6.5,partly cloudy
43,23,5,12,Sunny,1019.11,8,Autumn,6.5,clear
25,69,2,29,Cloudy,1014.87,2,Autumn,5,partly cloudy
-7,85,16.5,86,Snowy,986.51,0,Winter,4,overcast
-10,35,2,98,Cloudy,974.79,13,Spring,4.5,overcast
32,96,15,66,Rainy,992.73,1,Autumn,4,overcast
20,82,9.5,89,Rainy,1002.04,1,Autumn,4,overcast
30,65,12.5,88,Rainy,996.55,1,Autumn,3.5,overcast
4,68,14.5,55,Snowy,983.03,1,Winter,5,partly cloudy
44,80,2,71,Sunny,1019.3,5,Spring,2.5,clear
29,33,8.5,14,Sunny,1021.12,10,Spring,5.5,clear
22,53,5.5,13,Cloudy,1012.65,1,Spring,5,overcast
21,43,0,6,Sunny,1015.69,10,Summer,7,clear
12,89,6.5,86,Rainy,992.27,2,Summer,1.5,overcast
34,74,9,31,Cloudy,1014.22,4,Spring,8.5,overcast
31,45,2,1,Sunny,1025.05,5,Winter,8,clear
5,81,42.5,93,Snowy,981.93,3,Winter,4.5,overcast
27,79,2,47,Cloudy,1010.62,1,Winter,7.5,overcast
5,109,32,71,Snowy,990.96,7,Winter,2,overcast
29,70,12,26,Cloudy,1004.95,4,Autumn,7,partly cloudy
-9,80,26,108,Snowy,982.94,10,Winter,2.5,overcast
65,108,24.5,101,Rainy,1004.05,10,Spring,2.5,overcast
28,59,5.5,47,Cloudy,1018.25,4,Spring,8.5,partly cloudy
42,55,0.5,1,Sunny,1012.65,6,Winter,9,clear
-4,96,3,88,Snowy,994.41,1,Winter,4,partly cloudy
20,37,9,7,Sunny,1017.33,9,Winter,8,partly cloudy
24,64,8,4,Sunny,1026,7,Summer,7,partly cloudy
28,25,0,4,Sunny,1011.8,10,Summer,6.5,clear
11,53,1.5,37,Cloudy,1002.88,1,Winter,5.5,partly cloudy
-9,86,7.5,84,Snowy,984.42,1,Winter,2.5,overcast
43,60,7.5,15,Sunny,1018.29,10,Winter,9.5,partly cloudy
34,62,11.5,70,Sunny,865.18,3,Summer,6.5,overcast
24,72,21,73,Cloudy,1011.05,5,Autumn,9,partly cloudy
-5,62,15,81,Snowy,997.01,0,Winter,4,overcast
21,77,1.5,24,Cloudy,1012.46,1,Summer,7.5,overcast
